,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
115,115,-250000.0,2021-12-13 10:13:34.271193,2021-12-13 10:16:01.805826,0 days 00:02:27.534633,tanh,32,0.2,1.915410941334392e-07,1.0,0.9999,0.08754052695146718,2.0,10,32,medium,0.6442206604223808,PRUNED
116,116,-530.0,2021-12-13 10:16:01.812618,2021-12-13 10:17:18.135550,0 days 00:01:16.322932,tanh,512,0.1,8.739466053906157e-08,0.92,0.95,0.4568846363987945,0.3,1,128,medium,0.9219502120429194,COMPLETE
117,117,-250000.0,2021-12-13 10:17:18.151347,2021-12-13 10:18:35.954073,0 days 00:01:17.802726,tanh,64,0.4,0.001362819566480179,0.99,0.995,0.7267114829736743,0.6,20,512,small,0.8416318281915874,PRUNED
118,118,-982.0,2021-12-13 10:18:35.960015,2021-12-13 10:21:15.132877,0 days 00:02:39.172862,tanh,256,0.2,3.906561724375685e-08,1.0,0.999,0.0023583521666251045,1.0,5,2048,medium,0.19760635068123716,COMPLETE
119,119,-194.0,2021-12-13 10:21:15.148548,2021-12-13 10:22:03.211005,0 days 00:00:48.062457,tanh,128,0.3,5.518613868389747e-07,0.92,0.9,0.33185336518558306,0.3,1,256,small,0.5164402285991072,COMPLETE
120,120,-848.0,2021-12-13 10:22:03.226939,2021-12-13 10:22:50.797854,0 days 00:00:47.570915,tanh,128,0.1,6.353487335457004e-05,0.92,0.995,0.31742062396377047,0.3,1,256,small,0.4972856236123197,COMPLETE
121,121,-1694.0,2021-12-13 10:22:50.814297,2021-12-13 10:23:44.252087,0 days 00:00:53.437790,tanh,128,0.3,8.4579202024611e-07,0.92,0.9,0.25144906850373394,0.3,1,256,small,0.47558071428890797,COMPLETE
122,122,-768.0,2021-12-13 10:23:44.268516,2021-12-13 10:24:34.122506,0 days 00:00:49.853990,tanh,128,0.3,5.179376588974803e-07,0.92,0.9,0.12363744299966702,0.3,1,256,small,0.5249079104893523,COMPLETE
123,123,-518.0,2021-12-13 10:24:34.136944,2021-12-13 10:25:23.922956,0 days 00:00:49.786012,tanh,128,0.3,1.2638950642788068e-06,0.92,0.9,0.5302037796724433,0.3,1,256,small,0.2467065682401276,COMPLETE
124,124,-408.0,2021-12-13 10:25:23.938968,2021-12-13 10:26:21.360153,0 days 00:00:57.421185,tanh,64,0.3,2.641165470194273e-08,0.95,0.9,0.009016470419717893,0.9,1,128,small,0.4427683788823715,COMPLETE
125,125,-716.0,2021-12-13 10:26:21.376325,2021-12-13 10:32:19.864669,0 days 00:05:58.488344,tanh,512,0.3,2.741067680153547e-07,0.92,0.95,0.019218363510573707,0.5,20,32,small,0.15414445196673024,COMPLETE
126,126,-199768.0,2021-12-13 10:32:19.880520,2021-12-13 10:32:43.649735,0 days 00:00:23.769215,tanh,64,0.2,1.2219024883853153e-07,0.99,0.98,0.00036492091896578923,0.3,1,1024,small,0.510370081562429,PRUNED
127,127,-250000.0,2021-12-13 10:32:43.655303,2021-12-13 10:37:07.491164,0 days 00:04:23.835861,tanh,32,0.4,6.864215487638177e-07,0.9,0.995,0.38168769726501617,0.3,20,128,medium,0.12036128200334648,PRUNED
128,128,-928.0,2021-12-13 10:37:07.497062,2021-12-13 10:37:25.983587,0 days 00:00:18.486525,tanh,128,0.1,1.9000937827172736e-06,1.0,0.9999,0.03197635912521098,0.6,1,32,small,0.5855577607366581,PRUNED
129,129,-195644.0,2021-12-13 10:37:25.989203,2021-12-13 10:38:18.145732,0 days 00:00:52.156529,relu,256,0.2,4.865151958588765e-08,0.92,0.9,0.0040137455814134,0.3,5,128,medium,0.39418120231693915,PRUNED
130,130,-250000.0,2021-12-13 10:38:18.151588,2021-12-13 10:48:23.510022,0 days 00:10:05.358434,tanh,8,0.3,6.927390913893612e-08,0.99,0.999,0.006554209306784269,0.8,10,512,small,0.6812982224441797,COMPLETE
131,131,-944.0,2021-12-13 10:48:23.526349,2021-12-13 10:49:48.957314,0 days 00:01:25.430965,tanh,64,0.2,3.813402227494415e-08,0.92,0.995,0.44492917798745885,0.3,1,128,medium,0.20214025061669078,COMPLETE
132,132,-16.0,2021-12-13 10:49:48.977780,2021-12-13 10:51:10.619768,0 days 00:01:21.641988,tanh,64,0.2,1.0292017180895262e-08,0.92,0.995,0.22909439204797624,0.3,1,128,medium,0.1732720475783932,COMPLETE
133,133,-848.0,2021-12-13 10:51:10.635397,2021-12-13 10:52:32.053556,0 days 00:01:21.418159,tanh,64,0.2,1.164103276539321e-08,0.92,0.995,0.2172971152030294,0.3,1,128,medium,0.17243843505321804,COMPLETE
134,134,218.0,2021-12-13 10:52:32.070347,2021-12-13 10:54:04.154029,0 days 00:01:32.083682,tanh,64,0.2,1.4314997451155918e-08,0.92,0.995,0.16859891240401453,0.3,1,128,medium,0.3246056786236184,COMPLETE
135,135,-958.0,2021-12-13 10:54:04.170472,2021-12-13 10:55:28.029950,0 days 00:01:23.859478,tanh,64,0.2,1.5716341215034887e-08,0.92,0.995,0.32572420590440737,0.3,1,128,medium,0.32811389683653586,COMPLETE
136,136,-840.0,2021-12-13 10:55:28.046200,2021-12-13 10:56:50.639698,0 days 00:01:22.593498,tanh,64,0.2,2.1002680608624324e-08,0.92,0.995,0.16641991777235263,0.3,1,128,medium,0.2867386823159664,COMPLETE
137,137,-540.0,2021-12-13 10:56:50.655444,2021-12-13 10:58:20.762243,0 days 00:01:30.106799,tanh,64,0.2,1.1650610044828662e-08,0.92,0.995,0.6604320440447369,0.3,1,128,medium,0.5627138048560021,COMPLETE
138,138,-1508.0,2021-12-13 10:58:20.781385,2021-12-13 10:59:11.691259,0 days 00:00:50.909874,tanh,64,0.2,1.8094096529734025e-08,0.92,0.995,0.25000510091275446,0.3,1,128,small,0.26921847518519737,COMPLETE
139,139,-524.0,2021-12-13 10:59:11.707316,2021-12-13 11:01:16.495886,0 days 00:02:04.788570,tanh,64,0.2,2.8166847529435205e-08,0.8,0.995,0.12734294716977318,0.3,1,16,medium,0.3643849192364695,COMPLETE
140,140,224.0,2021-12-13 11:01:16.511502,2021-12-13 11:05:22.570966,0 days 00:04:06.059464,tanh,64,0.2,0.00024569668041988607,0.92,0.995,0.2025475569334036,0.3,20,64,small,0.22651816567137892,COMPLETE
141,141,-250000.0,2021-12-13 11:05:22.586652,2021-12-13 11:06:45.217172,0 days 00:01:22.630520,tanh,64,0.2,3.1955826305904654e-08,0.92,0.995,0.19987130036761602,0.3,20,128,small,0.1485687342834769,PRUNED
142,142,-136.0,2021-12-13 11:06:45.223130,2021-12-13 11:10:49.053875,0 days 00:04:03.830745,tanh,64,0.2,0.0005296024061865227,0.92,0.995,0.37825564041579546,0.3,20,64,small,0.18346169780549512,COMPLETE
143,143,-568.0,2021-12-13 11:10:49.069917,2021-12-13 11:12:01.628041,0 days 00:01:12.558124,tanh,64,0.2,0.00010895975337371005,0.92,0.995,0.2699373542525922,0.3,20,64,small,0.21742710304806812,PRUNED
144,144,-250000.0,2021-12-13 11:12:01.633822,2021-12-13 11:13:24.642544,0 days 00:01:23.008722,tanh,64,0.2,0.005424334430279714,0.92,0.995,0.37709519733717894,0.3,20,64,small,0.17745988191406098,PRUNED
145,145,-516.0,2021-12-13 11:13:24.648439,2021-12-13 11:17:30.215212,0 days 00:04:05.566773,tanh,64,0.2,0.0002475223115226993,0.92,0.995,0.1542680118109691,0.3,20,64,small,0.19438998070651767,COMPLETE
146,146,-1156.0,2021-12-13 11:17:30.231447,2021-12-13 11:21:34.980724,0 days 00:04:04.749277,tanh,64,0.2,0.0009952300346268298,0.92,0.995,0.09731666410302947,0.3,20,64,small,0.22808308453424145,COMPLETE
147,147,-250000.0,2021-12-13 11:21:34.996837,2021-12-13 11:22:58.261257,0 days 00:01:23.264420,tanh,64,0.2,0.0006848666848368415,0.92,0.995,0.2006072720494531,0.3,20,64,small,0.25487101255886463,PRUNED
148,148,-320.0,2021-12-13 11:22:58.267303,2021-12-13 11:27:13.169949,0 days 00:04:14.902646,tanh,64,0.2,1.0168124538043107e-08,0.92,0.995,0.00017326259497715504,0.3,20,64,small,0.12958752720843983,COMPLETE
149,149,-250000.0,2021-12-13 11:27:13.186217,2021-12-13 11:28:36.473057,0 days 00:01:23.286840,tanh,512,0.2,0.021630192958857538,1.0,0.95,0.5163929694852414,0.3,20,64,small,0.3127129031235254,PRUNED
150,150,-250000.0,2021-12-13 11:28:36.478860,2021-12-13 11:29:07.343703,0 days 00:00:30.864843,tanh,16,0.1,4.631116559572927e-05,0.95,0.99,0.30060929592846,0.6,1,128,small,0.2254997328630689,PRUNED
151,151,-250000.0,2021-12-13 11:29:07.349686,2021-12-13 11:34:47.919142,0 days 00:05:40.569456,tanh,64,0.4,0.0031916453434768974,0.92,0.995,0.8660620938621167,0.7,20,8,small,0.5422865643069,PRUNED
152,152,-250000.0,2021-12-13 11:34:47.924876,2021-12-13 11:35:24.411660,0 days 00:00:36.486784,tanh,64,0.2,0.008962858451010238,0.98,0.98,0.37071081254729216,5.0,1,256,medium,0.18094606653808543,PRUNED
153,153,-1006.0,2021-12-13 11:35:24.417565,2021-12-13 11:41:23.177615,0 days 00:05:58.760050,tanh,32,0.2,1.538493180276378e-05,0.92,0.995,0.6544413083201845,0.3,20,128,small,0.3444439896808007,COMPLETE
154,154,-250000.0,2021-12-13 11:41:23.193786,2021-12-13 11:43:25.072566,0 days 00:02:01.878780,tanh,64,0.1,1.5188276695023665e-08,0.92,0.9999,0.4668115321715459,0.3,1,512,medium,0.4214073486314482,COMPLETE
155,155,-204.0,2021-12-13 11:43:25.089067,2021-12-13 11:44:59.078694,0 days 00:01:33.989627,tanh,128,0.2,0.0003663136755566244,1.0,0.995,0.9949064576884102,2.0,5,64,small,0.277009692513767,COMPLETE
156,156,-376.0,2021-12-13 11:44:59.094671,2021-12-13 11:46:30.668469,0 days 00:01:31.573798,relu,128,0.2,0.00031629649636044746,1.0,0.995,0.2420514177275148,0.3,5,64,small,0.28684822475091715,COMPLETE
157,157,-976.0,2021-12-13 11:46:30.685244,2021-12-13 11:46:59.827407,0 days 00:00:29.142163,tanh,128,0.2,0.0002413160464173755,1.0,0.995,0.07622110527834282,2.0,5,64,small,0.2610194688968782,PRUNED
158,158,-250000.0,2021-12-13 11:46:59.832905,2021-12-13 11:47:37.585464,0 days 00:00:37.752559,tanh,128,0.2,0.0004904674474059328,1.0,0.995,0.5757898515788421,2.0,5,64,small,0.3108052579923892,PRUNED
159,159,-250000.0,2021-12-13 11:47:37.591404,2021-12-13 11:48:13.686933,0 days 00:00:36.095529,tanh,128,0.2,0.0013683209236247137,1.0,0.995,0.13581203841993478,2.0,5,64,small,0.24418312162618278,PRUNED
160,160,-848.0,2021-12-13 11:48:13.693083,2021-12-13 11:51:19.741769,0 days 00:03:06.048686,tanh,512,0.4,0.00017579298810695452,1.0,0.95,0.298687125198391,2.0,20,128,small,0.21180775253075046,COMPLETE
161,161,-250000.0,2021-12-13 11:51:19.757683,2021-12-13 11:52:00.722285,0 days 00:00:40.964602,tanh,64,0.2,4.647755600464812e-07,0.92,0.995,0.9024683923818753,1.0,1,32,medium,0.19278634501806408,PRUNED
162,162,-1084.0,2021-12-13 11:52:00.728896,2021-12-13 11:53:28.842501,0 days 00:01:28.113605,tanh,128,0.1,0.00041731364553158093,0.95,0.995,0.7923385880691802,0.6,5,2048,small,0.15677473581329598,COMPLETE
163,163,-744.0,2021-12-13 11:53:28.858960,2021-12-13 11:54:26.850022,0 days 00:00:57.991062,tanh,64,0.2,0.0001157991451508699,0.92,0.999,0.398229413610012,0.3,1,32,small,0.6160658468382405,COMPLETE
164,164,-250000.0,2021-12-13 11:54:26.866702,2021-12-13 11:57:01.134117,0 days 00:02:34.267415,tanh,512,0.2,2.386955245026735e-08,1.0,0.995,0.5597539690989901,0.9,20,128,medium,0.2705278490380337,PRUNED
165,165,-150304.0,2021-12-13 11:57:01.140259,2021-12-13 11:57:23.520065,0 days 00:00:22.379806,tanh,64,0.4,5.76011904393777e-08,0.92,0.98,0.1814443325155224,0.5,1,1024,small,0.2375368825605138,PRUNED
166,166,-960.0,2021-12-13 11:57:23.526374,2021-12-13 12:11:40.597148,0 days 00:14:17.070774,tanh,128,0.1,1.1284249744145932e-06,0.8,0.95,0.6971469260826962,0.3,20,32,medium,0.4831442851645781,COMPLETE
167,167,-1030.0,2021-12-13 12:11:40.613275,2021-12-13 12:12:43.072322,0 days 00:01:02.459047,tanh,32,0.2,4.472277593102661e-06,0.92,0.995,0.4505941150705555,0.3,1,256,small,0.7965322184462693,COMPLETE
168,168,-250000.0,2021-12-13 12:12:43.088379,2021-12-13 12:13:52.789640,0 days 00:01:09.701261,tanh,64,0.2,4.556506763878746e-08,1.0,0.9999,0.9818032315632197,0.3,5,128,medium,0.30214542297399444,PRUNED
169,169,-892.0,2021-12-13 12:13:52.795542,2021-12-13 12:15:27.861949,0 days 00:01:35.066407,tanh,8,0.1,7.029656473475247e-08,0.9,0.995,0.35289182279004233,0.6,1,64,small,0.32362515466820446,COMPLETE
170,170,-1550.0,2021-12-13 12:15:27.878125,2021-12-13 12:25:39.524538,0 days 00:10:11.646413,tanh,64,0.4,2.0135908423265543e-08,0.92,0.999,0.04962715374685489,0.3,20,512,medium,0.5233912815373347,COMPLETE
171,171,16.0,2021-12-13 12:25:39.541083,2021-12-13 12:33:18.910670,0 days 00:07:39.369587,tanh,256,0.3,6.914164917558453e-07,0.99,0.9,0.08230848697880558,0.8,10,32,medium,0.8281621361318766,COMPLETE
172,172,-112.0,2021-12-13 12:33:18.929109,2021-12-13 12:40:56.499231,0 days 00:07:37.570122,tanh,256,0.3,3.625506339200893e-07,0.99,0.9,0.11175296357544115,0.8,10,32,medium,0.8264455175940092,COMPLETE
173,173,-250000.0,2021-12-13 12:40:56.515023,2021-12-13 12:43:22.947911,0 days 00:02:26.432888,tanh,256,0.3,3.21792304515763e-07,0.99,0.9,0.11834590413760473,0.8,10,32,medium,0.8779414708766518,PRUNED
174,174,-250000.0,2021-12-13 12:43:22.953675,2021-12-13 12:45:49.432139,0 days 00:02:26.478464,tanh,256,0.3,1.561415738153893e-07,0.99,0.9,0.05988327899808865,0.3,10,32,medium,0.8471376162615312,PRUNED
175,175,-1232.0,2021-12-13 12:45:49.437684,2021-12-13 12:47:25.000308,0 days 00:01:35.562624,tanh,256,0.3,5.54820955068691e-07,0.99,0.99,0.09701728095674333,2.0,1,32,medium,0.827668445110969,COMPLETE
176,176,-68.0,2021-12-13 12:47:25.016188,2021-12-13 12:55:24.215920,0 days 00:07:59.199732,tanh,512,0.3,0.0005916335625254906,0.99,0.995,0.03977930789429115,0.8,20,128,medium,0.9605961584054331,COMPLETE
177,177,-250000.0,2021-12-13 12:55:24.232095,2021-12-13 13:03:59.407703,0 days 00:08:35.175608,tanh,512,0.3,0.0006105814097132886,0.99,0.995,0.038019722606479366,0.8,20,128,medium,0.9649702038680158,COMPLETE
178,178,-828.0,2021-12-13 13:03:59.425358,2021-12-13 13:27:09.947618,0 days 00:23:10.522260,tanh,16,0.3,9.994260744101132e-08,0.99,0.995,0.07541803333917954,0.8,20,128,medium,0.9262780754878266,COMPLETE
179,179,-608.0,2021-12-13 13:27:09.963827,2021-12-13 13:37:10.395085,0 days 00:10:00.431258,tanh,64,0.3,0.002121046300274777,0.99,0.995,0.22821112881317757,0.8,20,128,medium,0.9370643265110691,COMPLETE
180,180,-250000.0,2021-12-13 13:37:10.413134,2021-12-13 13:39:44.026769,0 days 00:02:33.613635,tanh,128,0.3,0.00032111338423527656,0.99,0.995,0.15697188330397557,0.8,20,128,medium,0.9015779732167574,PRUNED
181,181,-250000.0,2021-12-13 13:39:44.032950,2021-12-13 13:46:38.493403,0 days 00:06:54.460453,tanh,512,0.3,3.5789574647694336e-07,0.98,0.9,0.024468479542834074,0.3,20,16,medium,0.3824943272356993,PRUNED
182,182,-1480.0,2021-12-13 13:46:38.499567,2021-12-13 13:47:35.106956,0 days 00:00:56.607389,tanh,512,0.2,6.681062944480033e-07,0.99,0.995,0.048628851991484104,0.3,1,32,small,0.16947006535999268,COMPLETE
183,183,-1454.0,2021-12-13 13:47:35.122738,2021-12-13 13:49:58.492392,0 days 00:02:23.369654,tanh,512,0.2,0.000924666672081885,0.92,0.95,0.10266041523322826,0.8,20,128,medium,0.981095016385494,PRUNED
184,184,-249592.0,2021-12-13 13:49:58.498500,2021-12-13 13:50:22.960651,0 days 00:00:24.462151,tanh,512,0.3,2.501253138452903e-07,1.0,0.995,0.06558193407271429,0.3,1,128,small,0.4613050324249723,PRUNED
185,185,-1416.0,2021-12-13 13:50:22.966541,2021-12-13 13:52:36.419326,0 days 00:02:13.452785,relu,64,0.1,0.0006403354421591627,0.95,0.98,0.24819394007056925,0.6,10,32,medium,0.20536450779985588,PRUNED
186,186,-1128.0,2021-12-13 13:52:36.425321,2021-12-13 13:54:06.423077,0 days 00:01:29.997756,tanh,256,0.2,3.422229522721329e-08,0.92,0.995,0.0009943452995089302,5.0,5,64,small,0.9010646599820339,COMPLETE
187,187,-1108.0,2021-12-13 13:54:06.441717,2021-12-13 13:57:14.854512,0 days 00:03:08.412795,tanh,32,0.4,0.00023587959409761817,0.99,0.9,0.010912312925094132,0.3,1,8,medium,0.1409633730707514,COMPLETE
188,188,-1234.0,2021-12-13 13:57:14.874628,2021-12-13 14:01:23.302338,0 days 00:04:08.427710,tanh,64,0.3,2.6686570159399858e-05,0.92,0.9999,0.028671963151976593,0.7,20,128,small,0.9984507299330085,COMPLETE
189,189,-250000.0,2021-12-13 14:01:23.318529,2021-12-13 14:01:58.368190,0 days 00:00:35.049661,tanh,64,0.2,5.109520956658e-07,1.0,0.995,0.1733014973576242,0.3,1,256,medium,0.9509675060588098,PRUNED
190,190,-182.0,2021-12-13 14:01:58.374162,2021-12-13 14:08:05.248345,0 days 00:06:06.874183,tanh,128,0.2,1.571976704491426e-08,0.92,0.95,0.08362695771758231,0.3,20,32,small,0.8784874020464689,COMPLETE
191,191,-756.0,2021-12-13 14:08:05.266989,2021-12-13 14:14:04.772358,0 days 00:05:59.505369,tanh,128,0.2,1.5558383132314248e-08,0.92,0.95,0.09106876602191971,0.3,20,32,small,0.8653743484424306,COMPLETE
192,192,-386.0,2021-12-13 14:14:04.788285,2021-12-13 14:20:04.888634,0 days 00:06:00.100349,tanh,128,0.2,2.3722391169659695e-08,0.92,0.95,0.041614275071970054,0.3,20,32,small,0.34925893630378924,COMPLETE
193,193,-348.0,2021-12-13 14:20:04.905220,2021-12-13 14:26:04.158046,0 days 00:05:59.252826,tanh,128,0.2,1.3892763819492792e-08,0.92,0.95,0.057772485327361414,0.3,20,32,small,0.8336331337008746,COMPLETE
194,194,244.0,2021-12-13 14:26:04.174213,2021-12-13 14:32:05.329764,0 days 00:06:01.155551,tanh,128,0.2,4.211149749170446e-08,0.92,0.95,0.1318680978600633,0.3,20,32,small,0.8954422220194828,COMPLETE
195,195,-1006.0,2021-12-13 14:32:05.345906,2021-12-13 14:38:04.717977,0 days 00:05:59.372071,tanh,128,0.2,3.5922132611656326e-08,0.92,0.95,0.13084877990923516,0.3,20,32,small,0.8880150586888049,COMPLETE
196,196,-1360.0,2021-12-13 14:38:04.733980,2021-12-13 14:41:15.906127,0 days 00:03:11.172147,tanh,128,0.2,4.422270693664965e-08,0.92,0.95,0.2060628713332695,0.3,20,128,small,0.9019551046726961,COMPLETE
197,197,-630.0,2021-12-13 14:41:15.922255,2021-12-13 14:43:06.440727,0 days 00:01:50.518472,tanh,128,0.2,1.0058024438624404e-08,0.92,0.95,0.11349008614568327,0.3,20,32,small,0.9213507589741294,PRUNED
198,198,-250000.0,2021-12-13 14:43:06.446994,2021-12-13 14:45:35.523733,0 days 00:02:29.076739,tanh,128,0.2,2.7503435703988867e-08,0.92,0.95,0.30371588014971757,0.3,20,512,medium,0.8131167316093157,PRUNED
199,199,-4.0,2021-12-13 14:45:35.529720,2021-12-13 14:49:02.385748,0 days 00:03:26.856028,tanh,128,0.2,2.0774670928893348e-08,0.92,0.95,0.0802411787389337,0.3,20,2048,small,0.8698303960961836,COMPLETE
200,200,-318.0,2021-12-13 14:49:02.401660,2021-12-13 14:51:57.528972,0 days 00:02:55.127312,tanh,256,0.2,1.5662187419779597e-08,0.92,0.95,0.08388700486092043,0.3,20,2048,small,0.8626713814115258,COMPLETE
201,201,-250000.0,2021-12-13 14:51:57.544892,2021-12-13 14:52:54.724084,0 days 00:00:57.179192,tanh,128,0.2,5.246857781461855e-08,0.92,0.95,0.0789475295036899,0.3,20,2048,small,0.8712857084154951,PRUNED
202,202,-250000.0,2021-12-13 14:52:54.729782,2021-12-13 14:54:17.068438,0 days 00:01:22.338656,tanh,128,0.2,2.9197005446241628e-08,0.92,0.95,0.1337642179128999,0.3,20,64,small,0.8488518087407478,PRUNED
203,203,-350.0,2021-12-13 14:54:17.074122,2021-12-13 14:57:42.446969,0 days 00:03:25.372847,tanh,128,0.2,2.113698762981565e-08,0.92,0.95,0.10739436297431942,0.3,20,2048,small,0.9229531103098848,COMPLETE
204,204,-424.0,2021-12-13 14:57:42.464201,2021-12-13 15:00:48.875189,0 days 00:03:06.410988,tanh,128,0.2,7.656476839996993e-08,0.92,0.995,0.14414815848262003,0.3,20,128,small,0.8863301727183118,COMPLETE
205,205,-250000.0,2021-12-13 15:00:48.890185,2021-12-13 15:02:45.150718,0 days 00:01:56.260533,tanh,128,0.2,1.9838840013952186e-08,0.92,0.95,0.27811480161498786,1.0,20,32,small,0.22245288439058036,PRUNED
206,206,-50912.0,2021-12-13 15:02:45.156796,2021-12-13 15:03:16.158723,0 days 00:00:31.001927,tanh,64,0.1,4.6038652984071e-08,0.99,0.995,0.20201673101214931,0.3,1,2048,medium,0.1717049482944368,PRUNED
207,207,-250000.0,2021-12-13 15:03:16.164741,2021-12-13 15:04:01.047711,0 days 00:00:44.882970,tanh,64,0.2,0.0004612943167626894,0.92,0.9,0.06758916532263223,0.9,10,1024,small,0.32812397077769595,PRUNED
208,208,-784.0,2021-12-13 15:04:01.053618,2021-12-13 15:12:02.019846,0 days 00:08:00.966228,tanh,128,0.3,1.2594917014036313e-08,0.95,0.995,0.0017486254683332606,0.8,20,128,medium,0.28567349304422923,COMPLETE
209,209,-250000.0,2021-12-13 15:12:02.036252,2021-12-13 15:12:28.146866,0 days 00:00:26.110614,tanh,64,0.2,3.2518853305429716e-08,0.9,0.95,0.36711421292295554,2.0,1,64,small,0.19214660395925648,PRUNED
210,210,-250000.0,2021-12-13 15:12:28.152955,2021-12-13 15:14:26.888672,0 days 00:01:58.735717,tanh,256,0.1,2.1571990126629834e-08,0.92,0.98,0.460389450936778,0.3,20,32,small,0.8470021701824326,PRUNED
211,211,140.0,2021-12-13 15:14:26.895186,2021-12-13 15:16:30.101907,0 days 00:02:03.206721,tanh,512,0.4,7.950304612979143e-07,1.0,0.999,0.055945275965872655,0.6,5,32,small,0.5457432967641329,COMPLETE
212,212,-1114.0,2021-12-13 15:16:30.118259,2021-12-13 15:18:32.267891,0 days 00:02:02.149632,tanh,512,0.4,8.787622298642183e-07,1.0,0.999,0.08196099762283805,0.6,5,32,small,0.5059953676329505,COMPLETE
213,213,-276.0,2021-12-13 15:18:32.284755,2021-12-13 15:19:34.593459,0 days 00:01:02.308704,tanh,32,0.2,6.733480022428183e-07,0.99,0.995,0.04894516843528418,0.3,1,32,small,0.5648953487440516,COMPLETE
214,214,-250000.0,2021-12-13 15:19:34.609226,2021-12-13 15:25:12.253489,0 days 00:05:37.644263,tanh,8,0.3,3.875606000929352e-07,0.8,0.995,0.17074693623476592,0.5,20,32,small,0.25097306727894536,PRUNED
215,215,-256.0,2021-12-13 15:25:12.259451,2021-12-13 15:27:32.067504,0 days 00:02:19.808053,tanh,64,0.2,1.6188374829610335e-06,0.92,0.9,0.0005264841208195025,0.3,10,128,small,0.5414882184547879,COMPLETE
216,216,-250000.0,2021-12-13 15:27:32.083278,2021-12-13 15:28:08.164936,0 days 00:00:36.081658,tanh,512,0.2,0.007604191885513389,1.0,0.9999,0.10950503607838288,0.8,1,32,medium,0.5181553839389849,PRUNED
217,217,-1192.0,2021-12-13 15:28:08.170824,2021-12-13 15:28:35.308756,0 days 00:00:27.137932,tanh,128,0.3,9.979163342427518e-07,0.99,0.995,0.056103818411518826,0.3,5,2048,small,0.8859119811747996,PRUNED
218,218,-250000.0,2021-12-13 15:28:35.314694,2021-12-13 15:31:40.374834,0 days 00:03:05.060140,tanh,64,0.1,6.75590087563064e-08,0.92,0.99,0.322518523519287,0.3,20,256,medium,0.49226627323485095,PRUNED
219,219,-1520.0,2021-12-13 15:31:40.380848,2021-12-13 15:32:47.096897,0 days 00:01:06.716049,relu,16,0.2,0.030050493906992493,0.92,0.95,0.23662815103246632,0.6,1,128,small,0.5502618882764009,COMPLETE
220,220,-250000.0,2021-12-13 15:32:47.113820,2021-12-13 15:34:53.054722,0 days 00:02:05.940902,tanh,256,0.4,1.9712531625517428e-07,1.0,0.999,0.005278536680536464,0.3,20,512,medium,0.3677843199250158,PRUNED
221,221,-64.0,2021-12-13 15:34:53.060508,2021-12-13 15:36:51.588378,0 days 00:01:58.527870,tanh,512,0.4,4.6053527907194655e-07,1.0,0.999,0.035887093585013824,0.6,5,32,small,0.18374596657365638,COMPLETE
222,222,-324.0,2021-12-13 15:36:51.603413,2021-12-13 15:38:52.775587,0 days 00:02:01.172174,tanh,512,0.4,4.5046153581254445e-07,1.0,0.999,0.040905387380099176,0.6,5,32,small,0.18734482986658235,COMPLETE
